open,high,low,close,volume,adjclose,VWPrice,vwap5,vwap8,vwap13,vwap21,vwap34,vwap55,vwap89,vwap144,vwap233,vwap377,vwap610,AvgVol,RSI
7.449999809265137,7.449999809265137,7.050000190734863,7.099999904632568,36980.0,7.099999904632568,262557.9964733124,,,,,,,,,,,,,
7.199999809265137,7.699999809265137,7.150000095367432,7.449999809265137,46600.0,7.449999809265137,347169.9911117554,,,,,,,,,,,,,
7.25,7.75,7.199999809265137,7.349999904632568,51860.0,7.349999904632568,381170.995054245,,,,,,,,,,,,,
7.400000095367432,7.449999809265137,7.150000095367432,7.349999904632568,10100.0,7.349999904632568,74234.99903678894,,,,,,,,,,,,,
7.449999809265137,7.449999809265137,6.849999904632568,7.400000095367432,90980.0,7.400000095367432,673252.0086765289,7.3498477522096675,,,,,,,,,,,,
7.550000190734863,7.699999809265137,7.400000095367432,7.5,71860.0,7.5,538950.0,7.423647729842735,,,,,,,,,,,,
7.5,8.25,7.300000190734863,7.800000190734863,456740.0,7.800000190734863,3562572.0871162415,7.674061815717059,,,,,,,,,,,,
7.449999809265137,7.5,7.099999904632568,7.300000190734863,85260.0,7.300000190734863,622398.0162620544,7.65295984431087,7.599315710307071,,,,,,,,,,,
7.300000190734863,7.449999809265137,7.099999904632568,7.199999809265137,34260.0,7.199999809265137,246671.99346542358,7.636103511730819,7.60495964269051,,,,,,,,,,,
7.099999904632568,7.449999809265137,7.050000190734863,7.300000190734863,44420.0,7.300000190734863,324266.0084724426,7.645562863251454,7.597478483327489,,,,,,,,,,,
7.300000190734863,7.900000095367432,7.300000190734863,7.550000190734863,136100.0,7.550000190734863,1027555.0259590149,7.64219869879645,7.604332636695451,,,,,,,,,,,
7.849999904632568,7.849999904632568,7.300000190734863,7.400000095367432,66820.0,7.400000095367432,494468.0063724518,7.401622009844048,7.5930955215970135,,,,,,,,,,,
7.5,7.900000095367432,7.25,7.75,85880.0,7.75,665570.0,7.506615419259097,7.624728572816382,7.571344101949534,,,,,,,,,,
7.599999904632568,7.800000190734863,7.550000190734863,7.599999904632568,20160.0,7.599999904632568,153215.99807739258,7.541669134872664,7.6338336729540694,7.586337781925947,,,,,,,,,,
7.599999904632568,8.100000381469727,7.349999904632568,7.550000190734863,150620.0,7.550000190734863,1137181.028728485,7.567757646410515,7.491862454030769,7.587012219530956,,,,,,,,,,58.823532711674964
7.800000190734863,8.800000190734863,7.599999904632568,8.399999618530273,538280.0,8.399999618530273,4521551.794662476,8.090404321204053,7.961134612497154,7.8381488863003215,,,,,,,,,,65.57376639108085
8.25,8.25,7.650000095367432,7.800000190734863,100000.0,7.800000190734863,780000.0190734863,8.109503252220081,7.969856673797798,7.838741767673727,,,,,,,,,,56.338032709419835
7.75,7.949999809265137,7.75,7.900000095367432,52560.0,7.900000095367432,415224.0050125122,8.132555935974503,7.992529578663287,7.862147839997602,,,,,,,,,,57.534249975570255
7.800000190734863,8.0,7.599999904632568,7.699999809265137,47540.0,7.699999809265137,366057.9909324646,8.121501505522412,8.036152452168146,7.872218786639712,,,,,,,,,,53.94736495374617
7.699999809265137,7.900000095367432,7.599999904632568,7.599999904632568,110200.0,7.599999904632568,837519.989490509,8.15521671400628,8.031125208983864,7.874247589503915,,,,,,,,,,51.31578831791539
7.900000095367432,7.900000095367432,6.900000095367432,7.300000190734863,219260.0,7.300000190734863,1600598.0418205261,7.552307663587692,7.921193641147286,7.826337028869426,7.747747181250452,,,,,,,,,43.42105131070013
14.300000190734863,15.899999618530273,8.649999618530273,10.149999618530273,10669880.0,10.149999618530273,108299277.9297638,10.047234631388593,9.922109461832708,9.853393627559326,9.707786459640456,,,,,,,,,73.17073208553421
7.449999809265137,7.550000190734863,6.849999904632568,7.0,1926940.0,7.0,13488580.0,9.603342265578473,9.53619115080476,9.472141497871256,9.366261756263768,,,,,,,,,48.91304426698035
6.849999904632568,6.949999809265137,6.75,6.800000190734863,440740.0,6.800000190734863,2997032.0840644836,9.517679186919695,9.492382322862758,9.408649658739874,9.299426837536434,,,,,,,,,47.31182718514023
6.800000190734863,6.949999809265137,6.150000095367432,6.25,505860.0,6.25,3161625.0,9.41292779136395,9.3871110558438,9.310208413929193,9.203371629504458,,,,,,,,,43.229163924438375
6.25,6.599999904632568,6.150000095367432,6.5,255820.0,6.5,1662830.0,9.392498790790528,9.340524782034713,9.271312133616494,9.170442033264692,,,,,,,,,45.3608230191872
7.0,7.0,6.25,6.699999809265137,1039740.0,6.699999809265137,6966257.801685333,6.7823570760475445,9.164668274840698,9.106914656709542,9.026298388007774,,,,,,,,,44.50261526530428
6.849999904632568,6.949999809265137,6.5,6.800000190734863,503800.0,6.800000190734863,3425840.096092224,6.6328660948601,9.099195282458236,9.05038290769013,8.993334610959819,,,,,,,,,45.78947413330935
7.0,7.0,6.5,6.75,469720.0,6.75,3170610.0,6.626147915910815,9.054359077413809,9.005685510757845,8.941128036333174,,,,,,,,,45.789471834980176
6.25,6.650000095367432,6.199999809265137,6.550000190734863,229540.0,6.550000190734863,1503487.0437812805,6.695305785417085,6.771254397788472,8.978784087923646,8.913354006271694,,,,,,,,,39.54802402957964
6.550000190734863,6.650000095367432,6.25,6.400000095367432,207940.0,6.400000095367432,1330816.0198307037,6.690636689893478,6.6294654615330355,8.94994352537029,8.887986875209375,,,,,,,,,41.66666524750831
6.400000095367432,6.449999809265137,6.300000190734863,6.400000095367432,97680.0,6.400000095367432,625152.0093154907,6.665366525054815,6.599987302711408,8.938571289038176,8.884552260541678,,,,,,,,,40.9638545910805
6.349999904632568,6.400000095367432,6.25,6.300000190734863,68540.0,6.300000190734863,431802.01307296753,6.578848061337075,6.654458393534486,8.936567310998722,8.880158554363927,,,,,,,,,41.46341576879768
6.449999809265137,6.699999809265137,6.300000190734863,6.400000095367432,362460.0,6.400000095367432,2319744.0345668793,6.428543016236774,6.636764544221654,8.903157584227415,8.835651269224378,8.75560250811646,,,,,,,,42.68292697109972
6.5,6.5,6.0,6.25,237100.0,6.25,1481875.0,6.35643622066512,6.564432885573896,6.707604162450182,8.803396136598858,8.72818562918623,,,,,,,,43.47825906677806
6.25,6.849999904632568,6.150000095367432,6.650000095367432,607980.0,6.650000095367432,4043067.057981491,6.479763652265919,6.535210252941224,6.58855485275096,8.74345282373917,8.667978925377849,,,,,,,,18.750003725290355
6.75,7.25,6.400000095367432,6.75,695780.0,6.75,4696515.0,6.579069054406164,6.554578016349615,6.592178107431024,8.679676203638806,8.60663654975027,,,,,,,,45.09803958234304
6.849999904632568,7.150000095367432,6.650000095367432,7.0,281420.0,7.0,1969940.0,6.642044862339853,6.603974807443641,6.649096014712027,8.65945987322512,8.58562229241353,,,,,,,,53.846149613872
6.849999904632568,7.150000095367432,6.650000095367432,7.0,249580.0,7.0,1747060.0,6.72750912609032,6.658292168140782,6.673984826880785,8.639995543491732,8.571959969378966,,,,,,,,68.29268122485266
7.0,7.650000095367432,6.800000190734863,6.949999809265137,1130020.0,6.949999809265137,7853638.78446579,6.8504984661415955,6.755973742619389,6.729387006882508,8.548166809745519,8.492614091063253,,,,,,,,62.1621544993314
8.0,10.699999809265137,7.550000190734863,9.350000381469727,8568900.0,9.350000381469727,80119218.26877594,8.821985964582748,8.590537906263298,8.42703039464865,8.790628919110592,8.746020147010848,,,,,,,,82.7160472023913
13.449999809265137,23.75,13.149999618530273,15.449999809265137,40555240.0,15.449999809265137,626578450.2647018,14.143271524948304,13.92213213189012,13.786277189195346,12.70352193813933,12.59274326078945,,,,,,,,93.03482315604703
12.449999809265137,13.0,11.0,12.600000381469727,1743640.0,12.600000381469727,21969864.665145874,14.13024408081495,13.913099322065882,13.778843284343637,13.153272254041154,12.595469148119058,,,,,,,,72.76264841232515
12.449999809265137,13.300000190734863,11.899999618530273,12.100000381469727,615300.0,12.100000381469727,7445130.234718323,14.140324410038712,13.974396250842457,13.787923732844721,13.343683627752801,12.594515096758338,,,,,,,,71.10266293435515
11.75,11.850000381469727,10.5,11.199999809265137,855840.0,11.199999809265137,9585407.836761475,14.247486789374015,14.023510212318184,13.76124607677778,13.361385703408555,12.587637900709966,,,,,,,,67.26618590275206
15.149999618530273,16.450000762939453,12.5,13.100000381469727,4567480.0,13.100000381469727,59833989.74235535,15.007247845744667,13.985052324690741,13.719757702476818,13.399329495317769,12.621991485579054,,,,,,,,71.20253165512011
12.550000190734863,12.800000190734863,11.699999809265137,12.649999618530273,577620.0,12.649999618530273,7306892.779655457,12.696508234404856,14.00163838862805,13.753294416570595,13.420253894159433,12.627513304221411,,,,,,,,69.6594390954704
12.050000190734863,12.5,11.75,12.0,299400.0,12.0,3592800.0,12.690686703398471,14.129169817087917,13.773938563357623,13.5245382811599,12.626417834961947,,,,,,,,66.76646553562614
12.25,12.25,11.149999618530273,11.699999809265137,258920.0,11.699999809265137,3029363.950614929,12.706990469868126,14.944218543807612,13.836757800312968,13.571050855147707,12.633052518150569,,,,,,,,66.17210497751734
12.149999618530273,12.199999809265137,11.5,12.0,310160.0,12.0,3721920.0,12.884998033222429,12.622542814676866,13.90942701789855,13.614503884735221,12.65945565659361,,,,,,,,65.97014760514323
11.800000190734863,12.75,11.75,12.050000190734863,274740.0,12.050000190734863,3310617.0524024963,12.181024257149346,12.607336283260436,13.933317494798883,13.63355192017812,12.663485444942962,,,,,,,,65.86826241299792
12.25,12.399999618530273,11.600000381469727,12.100000381469727,221060.0,12.100000381469727,2674826.0843276978,11.969337003654033,12.634492580821401,13.955411216318248,13.652170633643086,12.665073772039074,,,,,,,,65.45454482401706
12.199999809265137,12.199999809265137,11.800000190734863,11.800000190734863,171440.0,11.800000190734863,2022992.032699585,11.938429468135036,12.796842549575578,14.083279135288617,13.658409094499897,12.66617968013119,,,,,,,,64.28571306929311
11.399999618530273,12.399999618530273,11.25,12.25,392040.0,12.25,4802490.0,12.072705024995457,12.158595462444884,14.866875059858588,13.65764995984467,12.671142952176051,,,,,,,,65.40697576098351
13.300000190734863,13.800000190734863,11.550000190734863,12.850000381469727,1338040.0,12.850000381469727,17193814.510421753,12.515951011901429,12.354958549349764,12.600562624216643,13.681886068158125,12.688695148853556,12.542790581935789,,,,,,1512488.0,61.363635237692776
13.600000381469727,13.75,11.800000190734863,12.199999809265137,429680.0,12.199999809265137,5242095.918045044,12.512917393014066,12.366646118027699,12.583966607122973,13.699430318386504,13.069990836813002,12.54343648235646,,,,,,1519628.0,33.66834609147948
12.149999618530273,12.649999618530273,11.699999809265137,12.25,185300.0,12.25,2269925.0,12.52983010576848,12.412092424858862,12.607839010545106,13.762475394922468,13.237915380367205,12.545622151438673,,,,,,1522149.8181818181,47.55244606007319
12.350000381469727,12.449999809265137,12.0,12.25,132160.0,12.25,1618960.0,12.565410189029153,12.445927312764855,12.734240849627465,13.836563441786636,13.277466610891505,12.548371310865381,,,,,,1523609.8181818181,51.12781609841569
12.300000190734863,13.449999809265137,12.25,12.899999618530273,299240.0,12.899999618530273,3860195.885848999,12.659259406612843,12.523130437538839,12.402734920449909,13.862581130922608,13.327910602727039,12.550247029234452,,,,,,1528866.9090909092,63.28124336432922
13.100000381469727,13.25,12.5,12.649999618530273,156900.0,12.649999618530273,1984784.9401474,12.445949192242406,12.55966834809417,12.379457377023437,13.886716096969964,13.351985840154375,12.556001039131875,,,,,,1530065.4545454546,45.26315176586281
13.050000190734863,14.149999618530273,12.649999618530273,13.300000190734863,532180.0,13.300000190734863,7077994.10150528,12.874955909495993,12.710936926415068,12.507811690695423,14.007166700191268,13.45384880215066,12.564974334579858,,,,,,1538434.9090909092,56.56566006859132
14.699999809265137,15.800000190734863,14.050000190734863,14.850000381469727,1599360.0,14.850000381469727,23750496.610107422,14.078928002238772,13.481736445362348,13.162390502872363,14.750285443541939,13.535120089537756,12.632968373854455,,,,,,1559209.8181818181,74.3589680889287
16.600000381469727,17.850000381469727,15.399999618530273,16.350000381469727,1333200.0,16.350000381469727,21797820.50857544,14.912798159133802,14.482001569022751,13.81490666324354,13.139580442338605,13.63485160135684,12.695151791764033,,,,,,1581899.6363636365,82.97871764796118
19.649999618530273,20.899999618530273,16.700000762939453,17.5,2119580.0,17.5,37092650.0,15.972867467251827,15.642352694935536,14.74594739855745,13.75045694977136,13.772223013093692,12.811579531776168,,,,,,1619814.5454545454,84.81011985873069
17.299999237060547,20.5,17.0,19.700000762939453,1611600.0,19.700000762939453,31748521.229553223,16.88004903469485,16.563178234394424,15.577817932814808,14.350697340929582,13.924339513424284,12.936734859148334,,,,,,1648308.7272727273,88.0596963938118
17.850000381469727,19.649999618530273,17.649999618530273,19.549999237060547,612160.0,19.549999237060547,11967727.532958984,17.366541030139924,16.853398240692616,15.86449081660965,14.688156294259128,13.981275746830324,12.989202224551198,,,,,,1656964.3636363635,86.69948933811267
18.799999237060547,20.5,17.25,17.350000381469727,2933500.0,17.350000381469727,50896226.11904144,17.828366115619566,17.09561526395325,16.29924281265424,15.642179784999072,14.117766201891634,13.129265108563965,,,,,,1709085.8181818181,73.02904242488708
22.950000762939453,30.950000762939453,20.700000762939453,30.950000762939453,10587320.0,30.950000762939453,327677562.07748413,25.71532537544658,24.005410414002874,23.388103588878987,21.991403340638833,16.210706933919887,14.9391570015899,,,,,,1900021.0909090908,87.10317218534976
22.75,26.25,22.25,22.399999618530273,2409480.0,22.399999618530273,53972351.08085632,26.234483528196673,24.08422555862558,23.487095497225383,22.133868661404275,16.405556801845144,15.108720357238973,,,,,,1943463.2727272727,64.40422058522054
23.200000762939453,26.25,22.649999618530273,23.0,2139200.0,23.0,49201600.0,26.427815665756732,24.608501398484528,23.526400410115915,22.286759540275664,16.627738597543363,15.27422068249227,,,,,,1979619.2727272727,66.31419808574245
21.100000381469727,22.850000381469727,20.149999618530273,20.299999237060547,804720.0,20.299999237060547,16335815.386047363,26.389623235473003,24.93338892742999,23.485644181173495,22.339322392175866,16.73657873254795,15.345177343396674,,,,,,1984463.6363636365,61.25873899033137
17.0,18.149999618530273,15.0,16.799999237060547,667740.0,16.799999237060547,11218031.49055481,27.60071433684656,25.40774368670075,23.43850610343542,22.31089814832409,16.767261709204778,15.360908904022732,,,,,,1994786.1818181819,55.79617680872274
17.899999618530273,19.299999237060547,17.75,18.0,377600.0,18.0,6796800.0,21.49244975689878,25.719526356629792,23.42549153612368,22.331312553396593,16.799231435655557,15.373528750178306,,,,,,2000696.0,56.407034856791924
18.299999237060547,18.549999237060547,15.75,16.049999237060547,642260.0,16.049999237060547,10308272.509994507,20.265597338799505,25.60117045397628,23.448898636281047,22.26011395941324,16.91712639984612,15.380753262762761,,,,,,2011509.0909090908,54.096384517754544
15.699999809265137,16.549999237060547,15.050000190734863,15.350000381469727,409280.0,15.350000381469727,6282448.15612793,17.556302571934314,26.710475933664405,23.84060374919483,22.29511320244792,17.698503125122812,15.388369206507893,,,,,,2016946.9090909092,52.46690733226747
16.149999618530273,17.25,15.949999809265137,16.149999618530273,389540.0,16.149999618530273,6291070.851402283,16.447994710499245,20.46046841317571,24.11257231113707,22.63240318050344,19.855417210840063,15.407001945732311,,,,,,2020042.9090909092,51.593136200763766
17.100000381469727,17.649999618530273,15.5,15.649999618530273,319860.0,15.649999618530273,5005808.877983093,16.21872885029404,19.380168911013527,24.585669471132096,22.70672708833893,20.134061613505004,15.964500751483003,,,,,,1831860.7272727273,49.120602124038605
16.25,16.600000381469727,15.149999618530273,15.25,345120.0,15.25,5263080.0,15.740615364950576,17.062507525583143,24.791158588980494,22.68582661751984,20.214892130688494,16.13619962508688,,,,,,1803100.3636363635,47.11907833013765
14.75,15.0,11.550000190734863,12.300000190734863,604220.0,12.300000190734863,7431906.115245819,14.639275249155775,15.602595044575446,24.59942150120097,22.527345498566213,20.288120986014636,16.154289384046272,,,,,,1806072.7272727273,40.703517359159974
12.5,12.699999809265137,10.100000381469727,11.800000190734863,401800.0,11.800000190734863,4741240.076637268,13.94445432812198,14.935646416688893,25.401653417795554,22.481232071891153,21.10795952558764,16.18714872498653,,,,,,1804180.7272727273,40.34869372867341
11.75,12.149999618530273,10.800000190734863,11.199999809265137,236120.0,11.199999809265137,2644543.954963684,13.154169126656878,14.32661446220494,19.030892618587277,22.44515246181725,21.179587745690437,16.200258266752034,,,,,,1803822.5454545454,42.02334599547228
12.149999618530273,13.699999809265137,11.949999809265137,13.600000381469727,521720.0,13.600000381469727,7095392.199020386,12.885927010150478,13.866234433422498,17.637464674174296,22.45326999948348,21.145868237319046,16.286599339885033,,,,,,1794404.0,18.281537606007774
14.449999809265137,14.75,13.0,14.149999618530273,849460.0,14.149999618530273,12019858.675956726,12.984610006361212,13.766385870487605,15.44032189866014,22.621734072572938,21.04968562376221,16.31653124727279,,,,,,1800688.7272727273,28.682170962899562
14.5,14.850000381469727,13.600000381469727,14.850000381469727,530300.0,14.850000381469727,7874955.202293396,13.537052102414531,13.67347190623861,14.76935865337678,22.7654058552699,21.03653991752955,16.35402819464547,,,,,,1801790.1818181819,29.04884499012593
14.100000381469727,16.700000762939453,13.75,15.699999809265137,573940.0,15.699999809265137,9010857.890529633,14.252272849658802,13.804147536760688,14.636835092151983,23.01946760806334,21.020435300216764,16.372883681469887,,,,,,1808052.0,36.93181938253162
16.200000762939453,18.399999618530273,15.850000381469727,18.399999618530273,1221600.0,18.399999618530273,22477439.533996582,15.8177406402445,14.83980953211548,15.109091560540524,23.008825044805345,20.9879841697718,16.41817776732521,,,,,,1826482.1818181819,54.76190611348407
17.549999237060547,17.600000381469727,14.949999809265137,15.449999809265137,594560.0,15.449999809265137,9185951.88659668,16.06666114640146,15.224716385027762,15.051697375749335,22.922581313076876,20.943142367385093,16.422169071315494,,,,,,1835516.3636363635,43.126683485952945
14.850000381469727,17.149999618530273,14.0,16.799999237060547,1221320.0,16.799999237060547,20518175.068206787,16.676013728987733,15.798722984363225,15.309477145041761,23.265734457243944,20.900923059921258,16.433483028933953,,,,,,1856476.0,52.08913684543396
16.549999237060547,18.0,15.399999618530273,15.699999809265137,931420.0,15.699999809265137,14623293.822345734,16.689057550271507,15.952951479589146,15.313826514203035,17.8058343068272,21.054014124314016,16.462249050423058,15.246285760274077,,,,,1866820.7272727273,50.953677043839974
